GEOID,NAME,B17001_001,B17001_002,B20004_001,B20004_002,B20004_003,B20004_004,B20004_005,B20004_006,B25014_001,B25014_002,B25014_003,B25014_004,B25014_005,B25014_006,B25014_007,B25014_008,B25014_009,B25014_010,B25014_011,B25014_012,B25014_013,B25064_001,B25071_001
01083,ZCTA5 01083,3094,405,42183,NA,39023,51442,55109,77632,1066,804,485,319,0,0,0,262,192,70,0,0,0,682,23.9
01084,ZCTA5 01084,168,12,46875,NA,NA,NA,NA,67500,75,62,55,7,0,0,0,13,11,2,0,0,0,1208,19.2
01085,ZCTA5 01085,38655,2771,45370,34683,37463,39712,60030,70174,15551,10517,8166,2335,9,0,7,5034,3494,1405,135,0,0,969,28.4
01086,ZCTA5 01086,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
01088,ZCTA5 01088,509,91,30000,NA,NA,28155,38152,43750,242,161,151,10,0,0,0,81,36,45,0,0,0,987,20.2
01089,ZCTA5 01089,28457,3227,41834,21901,31506,35000,58993,64489,12605,7406,5743,1568,77,18,0,5199,2910,2122,72,95,0,878,29.7
01092,ZCTA5 01092,1278,71,64142,NA,84242,44730,64927,62143,461,339,214,92,0,0,33,122,109,13,0,0,0,958,44.2
01093,ZCTA5 01093,313,25,40714,NA,NA,26806,50694,38125,117,110,73,37,0,0,0,7,7,0,0,0,0,NA,NA
01094,ZCTA5 01094,387,33,55536,NA,NA,48929,NA,71136,205,113,80,33,0,0,0,92,84,8,0,0,0,522,35.4
01095,ZCTA5 01095,14386,394,61240,32450,51970,47788,64264,76258,5253,4631,3621,998,12,0,0,622,509,113,0,0,0,666,29.6
01096,ZCTA5 01096,2438,191,47679,41250,41442,46094,47381,70547,1060,838,663,171,4,0,0,222,173,49,0,0,0,1130,35.2
01097,ZCTA5 01097,56,40,28750,NA,NA,NA,NA,NA,20,6,6,0,0,0,0,14,3,11,0,0,0,NA,NA
01098,ZCTA5 01098,1255,78,50764,NA,50313,45833,45000,62857,584,512,430,69,10,3,0,72,62,10,0,0,0,824,27.3
01103,ZCTA5 01103,2332,992,43574,2499,18654,40968,63690,59511,1481,189,170,19,0,0,0,1292,940,308,24,7,13,876,32.2
01104,ZCTA5 01104,23582,5596,30889,18865,30989,35253,39739,44497,8910,4189,2774,1278,77,0,60,4721,2674,1823,224,0,0,827,34.2
01105,ZCTA5 01105,11500,5844,21630,21080,19127,26174,19056,70781,4991,419,357,62,0,0,0,4572,2334,1891,100,144,103,695,36.3
01106,ZCTA5 01106,15331,337,65603,23365,44904,41184,66619,87052,5769,5142,4342,772,28,0,0,627,484,143,0,0,0,1393,29.8
01107,ZCTA5 01107,11463,4985,25315,17432,26098,26030,53571,73250,3849,979,761,218,0,0,0,2870,1348,1254,168,61,39,711,34.9
01108,ZCTA5 01108,26801,7201,32789,19311,26938,34805,44436,61691,9690,3891,2808,1067,0,16,0,5799,3413,2175,141,40,30,965,38.5
01109,ZCTA5 01109,27181,7559,30998,20369,30236,32965,31984,54194,9304,4064,2745,1233,71,15,0,5240,3028,2064,118,30,0,946,39.7
01118,ZCTA5 01118,14708,2505,47856,38229,40020,40389,60616,65678,5692,4363,3433,878,34,18,0,1329,888,337,75,29,0,1021,24.9
01119,ZCTA5 01119,12638,2366,38324,21292,38032,34392,51029,59537,4900,3450,2618,777,23,29,3,1450,780,646,24,0,0,731,28.6
01128,ZCTA5 01128,2541,167,45129,36125,34551,38000,54534,77656,1085,1046,838,208,0,0,0,39,11,28,0,0,0,1713,37.9
01129,ZCTA5 01129,6869,1029,40854,41023,41295,32958,54444,53125,2864,2080,1606,459,0,15,0,784,502,282,0,0,0,1072,32.8
01151,ZCTA5 01151,9032,1858,31110,24511,27656,32377,31810,43295,3430,1531,1153,352,26,0,0,1899,985,794,48,0,72,983,33.8
01199,ZCTA5 01199,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
01201,ZCTA5 01201,43651,5706,37556,19655,31919,34477,47970,54336,20020,12569,10570,1935,52,12,0,7451,5404,1866,141,16,24,893,32.1
01220,ZCTA5 01220,8171,913,39656,19231,39150,38186,44688,64063,3774,2277,1974,284,19,0,0,1497,1206,259,25,7,0,761,28.3
01222,ZCTA5 01222,807,87,38796,55521,29896,NA,37667,NA,343,296,241,55,0,0,0,47,19,28,0,0,0,1525,45.2
01223,ZCTA5 01223,2443,156,38466,30156,40428,35536,36375,60357,1067,986,818,161,3,4,0,81,52,29,0,0,0,1188,20.2
01224,ZCTA5 01224,125,29,NA,NA,NA,NA,NA,NA,64,47,36,11,0,0,0,17,17,0,0,0,0,NA,NA
01225,ZCTA5 01225,3105,224,50036,26667,32536,55143,51500,61069,1448,1193,1080,113,0,0,0,255,227,28,0,0,0,1073,19.1
01226,ZCTA5 01226,6658,320,46364,NA,37689,31858,77270,73162,3088,2340,2070,270,0,0,0,748,683,65,0,0,0,933,27.3
01229,ZCTA5 01229,91,0,NA,NA,NA,NA,NA,NA,48,38,38,0,0,0,0,10,10,0,0,0,0,NA,NA
01230,ZCTA5 01230,7572,569,36519,8808,30399,36098,42891,49297,3511,2614,2294,291,25,4,0,897,603,294,0,0,0,947,28.2
01235,ZCTA5 01235,2564,286,37287,32738,37014,34167,36667,92212,1116,912,722,185,0,5,0,204,165,39,0,0,0,742,21
01236,ZCTA5 01236,1196,53,26215,NA,NA,NA,25188,100592,538,371,306,65,0,0,0,167,146,21,0,0,0,1272,51
01237,ZCTA5 01237,2488,202,40258,NA,45156,39632,NA,37891,1036,860,736,112,12,0,0,176,130,45,0,1,0,1173,51
01238,ZCTA5 01238,5592,304,39786,20493,28214,38241,54375,63722,2308,1648,1411,237,0,0,0,660,439,200,0,21,0,953,27.7
01240,ZCTA5 01240,4113,220,49955,NA,36674,41183,35057,101875,2098,1374,1123,251,0,0,0,724,632,92,0,0,0,856,36.7
01242,ZCTA5 01242,471,4,26358,NA,NA,26086,NA,NA,160,99,80,19,0,0,0,61,23,38,0,0,0,NA,NA
01243,ZCTA5 01243,268,11,34375,NA,27500,32500,NA,2499,144,139,128,11,0,0,0,5,5,0,0,0,0,NA,NA
01244,ZCTA5 01244,132,0,NA,NA,NA,12054,NA,NA,58,45,35,10,0,0,0,13,13,0,0,0,0,NA,NA
01245,ZCTA5 01245,836,43,55556,NA,50000,50139,54167,65962,397,343,310,33,0,0,0,54,47,7,0,0,0,1217,41.3
01247,ZCTA5 01247,14384,2540,37321,26548,34332,34342,41505,58750,6562,4103,3305,758,19,21,0,2459,1785,668,6,0,0,759,30.9
01253,ZCTA5 01253,763,32,49183,47396,48056,49250,63125,59167,406,375,351,24,0,0,0,31,31,0,0,0,0,NA,NA
01254,ZCTA5 01254,902,54,44643,NA,31667,46607,25536,90625,443,425,396,26,3,0,0,18,7,11,0,0,0,1375,36.9
01255,ZCTA5 01255,831,35,40050,35000,38864,31944,55500,63750,353,348,274,67,4,3,0,5,5,0,0,0,0,NA,NA
01256,ZCTA5 01256,660,47,38750,41000,40329,35417,36964,54167,293,269,209,51,9,0,0,24,16,8,0,0,0,728,30.5
01257,ZCTA5 01257,2017,167,41687,NA,32708,46875,73015,31250,918,778,628,150,0,0,0,140,140,0,0,0,0,919,31.6
01258,ZCTA5 01258,488,39,25250,NA,25500,26667,30417,NA,214,180,163,17,0,0,0,34,11,23,0,0,0,871,33.6
01259,ZCTA5 01259,540,48,44688,35982,30833,41250,70417,59583,286,257,243,14,0,0,0,29,29,0,0,0,0,1067,30
01260,ZCTA5 01260,427,32,53750,NA,NA,NA,96154,NA,140,66,55,11,0,0,0,74,0,63,11,0,0,NA,NA
01262,ZCTA5 01262,933,200,19000,2499,10968,27188,NA,NA,490,262,262,0,0,0,0,228,177,51,0,0,0,765,32.1
01264,ZCTA5 01264,206,42,30556,NA,NA,26667,21875,47500,80,62,54,5,1,2,0,18,14,4,0,0,0,850,23.8
01266,ZCTA5 01266,1295,70,35648,36111,21563,30333,48221,54265,572,497,456,41,0,0,0,75,53,22,0,0,0,1818,43.3
01267,ZCTA5 01267,5132,561,54982,147917,45341,40779,37188,73583,2372,1749,1598,151,0,0,0,623,515,108,0,0,0,953,29.9
01270,ZCTA5 01270,796,50,46741,49375,41250,46136,45417,83000,343,343,291,49,3,0,0,0,0,0,0,0,0,NA,NA
01301,ZCTA5 01301,17005,1920,38060,34028,30702,36402,44094,51484,8164,4641,3839,790,12,0,0,3523,2521,924,16,62,0,926,29.8
01330,ZCTA5 01330,1268,127,42065,2499,37813,38977,44821,65714,574,466,376,90,0,0,0,108,81,23,0,4,0,835,25.8
01331,ZCTA5 01331,13319,1735,41162,18750,40198,40071,57404,73125,5271,3918,3001,900,17,0,0,1353,941,354,48,10,0,889,31
01337,ZCTA5 01337,2509,198,39558,16375,32069,41667,53438,68906,1073,865,719,141,0,5,0,208,157,51,0,0,0,890,33.1
01338,ZCTA5 01338,113,17,25774,NA,26786,NA,NA,48542,61,61,61,0,0,0,0,0,0,0,0,0,0,NA,NA
01339,ZCTA5 01339,1371,141,34821,NA,51471,32167,28542,48750,547,469,372,79,5,0,13,78,47,21,10,0,0,833,20.7
01340,ZCTA5 01340,1779,204,35714,43438,37981,30250,31250,42321,756,628,534,94,0,0,0,128,93,18,17,0,0,953,27.5
01341,ZCTA5 01341,1909,36,51350,23333,43750,39950,49844,64643,778,665,543,122,0,0,0,113,82,31,0,0,0,1162,28
01342,ZCTA5 01342,1121,253,49457,NA,NA,50625,46406,73333,365,234,176,58,0,0,0,131,58,73,0,0,0,1773,23.1
01343,ZCTA5 01343,60,4,40375,NA,40469,NA,NA,NA,29,21,17,4,0,0,0,8,0,8,0,0,0,NA,NA
01344,ZCTA5 01344,1353,159,39563,NA,30078,40000,36250,63750,546,432,344,84,0,0,4,114,52,49,0,13,0,785,28.4
01346,ZCTA5 01346,468,15,50515,NA,37083,49063,NA,63750,183,179,138,41,0,0,0,4,4,0,0,0,0,NA,NA
01347,ZCTA5 01347,154,30,43421,NA,43224,NA,NA,NA,78,56,56,0,0,0,0,22,22,0,0,0,0,NA,NA
01349,ZCTA5 01349,1388,52,36528,19261,26100,39727,46316,NA,500,409,263,126,0,20,0,91,71,20,0,0,0,1026,20.4
01350,ZCTA5 01350,87,13,21250,NA,NA,NA,NA,NA,49,36,32,4,0,0,0,13,6,7,0,0,0,921,51
01351,ZCTA5 01351,2114,159,49293,NA,44219,49734,52667,45924,974,672,606,66,0,0,0,302,228,64,10,0,0,962,25.6
01354,ZCTA5 01354,1591,137,35000,33750,36484,40865,30820,49375,579,473,400,73,0,0,0,106,64,42,0,0,0,1110,28.1
01355,ZCTA5 01355,931,50,44213,6250,43542,35938,57188,65625,398,347,304,43,0,0,0,51,40,0,0,0,11,1118,27.5
01360,ZCTA5 01360,2956,130,49286,31505,40240,46667,63494,66042,1225,1025,833,175,9,0,8,200,148,52,0,0,0,775,31.7
01364,ZCTA5 01364,7656,764,37351,17883,32423,40567,42663,62399,3151,2194,1712,469,13,0,0,957,675,275,7,0,0,900,33.8
01366,ZCTA5 01366,1142,48,41574,NA,40673,35859,36607,71406,473,406,356,50,0,0,0,67,35,32,0,0,0,960,21.3
01367,ZCTA5 01367,610,108,36625,21875,50250,13750,37344,41250,237,219,160,45,14,0,0,18,13,5,0,0,0,1333,18.3
01368,ZCTA5 01368,1377,108,44313,NA,42593,42727,52222,65938,581,476,388,85,3,0,0,105,81,24,0,0,0,871,28.2
01370,ZCTA5 01370,3822,395,36712,30625,31414,31637,41023,56500,1811,1234,1044,184,0,0,6,577,459,118,0,0,0,890,27.5
01373,ZCTA5 01373,4830,200,53103,NA,40938,42866,55781,73571,2046,1646,1454,192,0,0,0,400,307,83,10,0,0,1041,40.5
01375,ZCTA5 01375,3601,471,36972,25043,43638,39241,28429,44417,1677,675,618,57,0,0,0,1002,501,401,69,31,0,1456,41.2
01376,ZCTA5 01376,4893,689,29479,NA,27219,30000,40774,28319,2389,1211,1001,199,2,9,0,1178,925,235,10,8,0,906,31.8
01378,ZCTA5 01378,788,55,38958,29375,31607,39896,40938,46875,345,322,254,68,0,0,0,23,11,10,2,0,0,1042,41.7
01379,ZCTA5 01379,824,100,29333,NA,30000,25938,31375,47563,370,297,225,70,0,0,2,73,55,18,0,0,0,982,46.3
01420,ZCTA5 01420,38945,6096,40748,29928,38184,38211,52901,74766,14965,8010,6065,1806,101,38,0,6955,3941,2507,272,73,162,1016,29.9
01430,ZCTA5 01430,6184,108,52710,41125,47478,47647,54449,71326,2047,1874,1339,535,0,0,0,173,63,110,0,0,0,1636,20.5
01431,ZCTA5 01431,3191,151,48218,36429,42000,48631,66042,87563,1167,1077,852,219,6,0,0,90,19,71,0,0,0,1101,23.6
01432,ZCTA5 01432,7625,514,62278,NA,46609,57845,69291,89026,3442,2191,1761,430,0,0,0,1251,909,294,48,0,0,1113,22.6
01434,ZCTA5 01434,873,186,22500,NA,8796,20969,60463,NA,239,183,86,97,0,0,0,56,0,56,0,0,0,NA,NA
01436,ZCTA5 01436,3284,127,56611,38906,51588,58750,67882,56875,1295,1007,795,212,0,0,0,288,153,135,0,0,0,613,25.1
01438,ZCTA5 01438,694,32,48850,NA,31292,76450,NA,NA,198,184,86,50,48,0,0,14,14,0,0,0,0,NA,NA
01440,ZCTA5 01440,19396,2698,36763,26705,32724,36136,50529,56927,8228,4282,3329,920,27,0,6,3946,2648,1123,135,40,0,838,28.4
01450,ZCTA5 01450,11223,426,69255,NA,40551,50682,70035,120625,4071,3491,2966,513,0,12,0,580,351,216,13,0,0,1296,29.1
01451,ZCTA5 01451,4731,107,80739,27031,42143,32083,88977,107552,1624,1535,1270,265,0,0,0,89,48,41,0,0,0,1242,26.6
01452,ZCTA5 01452,4708,292,53194,40729,38021,51500,53580,74783,1697,1475,1103,372,0,0,0,222,154,31,37,0,0,1095,27.9
01453,ZCTA5 01453,41311,5186,42645,26682,37253,43094,49389,69808,16848,9740,7523,2079,101,37,0,7108,4449,2450,148,39,22,973,27.6
01460,ZCTA5 01460,9945,475,72588,30565,46618,41654,84327,100833,3657,3230,2531,687,12,0,0,427,322,97,8,0,0,1292,32.9
01462,ZCTA5 01462,11284,650,61329,30870,43308,52984,71138,85607,4310,3610,2773,773,64,0,0,700,375,299,13,13,0,1580,24.3
01463,ZCTA5 01463,12052,603,59594,NA,50190,49856,75125,96046,4444,3548,2823,718,7,0,0,896,721,175,0,0,0,1113,26.2
01464,ZCTA5 01464,6162,278,52131,NA,37891,51513,68125,87500,2449,1785,1411,374,0,0,0,664,455,115,37,57,0,810,22.7
01467,ZCTA5 01467,276,0,NA,NA,NA,NA,26944,107604,111,111,88,23,0,0,0,0,0,0,0,0,0,NA,NA
01468,ZCTA5 01468,4062,192,46923,22167,46467,42619,58103,57857,1824,1540,1117,423,0,0,0,284,264,20,0,0,0,1160,35.5
01469,ZCTA5 01469,7637,275,53154,51250,44049,50281,78242,66524,2813,2367,1734,627,0,6,0,446,332,114,0,0,0,945,30.4
01473,ZCTA5 01473,7754,198,60182,11354,51095,37188,74826,71974,2870,2609,2211,398,0,0,0,261,231,30,0,0,0,1104,23.6
01474,ZCTA5 01474,1769,81,54830,26833,42292,54722,73816,63750,707,667,554,113,0,0,0,40,27,13,0,0,0,1250,20
01475,ZCTA5 01475,10495,1112,43305,NA,37791,40750,51221,63750,3765,2697,1792,867,38,0,0,1068,622,384,62,0,0,732,24.8
01501,ZCTA5 01501,16491,512,59324,NA,41223,52462,68996,76728,6634,5629,4394,1207,8,10,10,1005,754,251,0,0,0,935,29.1
01503,ZCTA5 01503,3156,134,45304,NA,32143,56563,52292,54722,1179,973,775,198,0,0,0,206,176,30,0,0,0,756,19.8
01504,ZCTA5 01504,9230,352,53693,37163,42539,53111,64464,77083,3526,2739,2153,577,9,0,0,787,507,280,0,0,0,978,25
01505,ZCTA5 01505,4604,175,64828,43750,25278,54559,74135,81925,1799,1499,1215,269,0,0,15,300,222,78,0,0,0,947,26.6
01506,ZCTA5 01506,3441,107,52945,37708,47121,51563,76000,81250,1404,1219,919,282,12,6,0,185,154,31,0,0,0,947,16.7
01507,ZCTA5 01507,13416,646,62964,NA,47910,59816,82222,75907,5064,4006,2883,1092,20,0,11,1058,848,182,0,28,0,1007,22.5
01510,ZCTA5 01510,13877,1127,42563,26224,40606,35642,54643,67907,5594,2979,2362,574,38,5,0,2615,1528,975,60,23,29,1167,26.7
01515,ZCTA5 01515,2002,112,49519,NA,41667,45644,60729,59688,795,671,526,136,5,0,4,124,87,37,0,0,0,982,27.2
01516,ZCTA5 01516,8859,309,57094,28092,52105,44500,72788,100875,3234,2614,1969,606,39,0,0,620,379,241,0,0,0,974,18.6
01518,ZCTA5 01518,3947,238,51782,NA,33309,34703,53467,74432,1427,962,724,217,0,21,0,465,321,144,0,0,0,1082,27.2
01519,ZCTA5 01519,6998,305,57074,33194,53342,37650,66196,101518,2504,1988,1564,424,0,0,0,516,392,93,0,0,31,1366,25.5
01520,ZCTA5 01520,15617,532,66947,40250,35452,49167,63325,87785,5786,5160,4103,1035,22,0,0,626,400,226,0,0,0,1172,29.8
01521,ZCTA5 01521,2630,131,50676,NA,41000,41309,64375,69712,1006,880,651,217,12,0,0,126,70,56,0,0,0,1278,29.5
01522,ZCTA5 01522,3270,260,74609,NA,61250,58448,80761,77083,1260,1104,961,143,0,0,0,156,114,17,25,0,0,941,23.2
01523,ZCTA5 01523,6392,276,55124,14919,37088,61875,67727,73083,2430,1895,1470,425,0,0,0,535,305,151,22,46,11,NA,31.3
01524,ZCTA5 01524,6231,505,42992,20446,38528,40811,68971,64727,2453,1860,1470,390,0,0,0,593,430,163,0,0,0,862,26.3
01525,ZCTA5 01525,544,61,32061,NA,NA,NA,NA,NA,217,42,18,0,24,0,0,175,112,63,0,0,0,1073,41.3
01527,ZCTA5 01527,13528,592,53473,25921,36596,49859,66416,80532,5275,3864,2860,966,38,0,0,1411,811,568,13,0,19,1168,27.3
01529,ZCTA5 01529,3243,233,53084,17125,38375,53354,67292,82125,1241,962,737,219,0,0,6,279,220,59,0,0,0,1103,25.3
01531,ZCTA5 01531,1209,131,58958,55000,49063,59844,60000,69500,460,397,320,77,0,0,0,63,44,19,0,0,0,983,30.5
01532,ZCTA5 01532,14877,389,73512,49808,38920,37581,75368,103561,5399,4365,3645,708,12,0,0,1034,607,388,13,26,0,1440,29
01534,ZCTA5 01534,6145,335,64162,23000,42788,50385,91198,83725,2351,1831,1516,315,0,0,0,520,305,206,9,0,0,780,31.9
01535,ZCTA5 01535,4768,161,49201,15875,40885,54899,50104,76711,1841,1346,999,325,12,0,10,495,259,206,0,30,0,878,28.8
01536,ZCTA5 01536,7517,674,64977,32014,40814,61402,80775,91953,2780,2230,1779,451,0,0,0,550,466,84,0,0,0,1033,26.9
01537,ZCTA5 01537,2201,213,53047,23792,41146,40352,74964,73553,941,658,503,155,0,0,0,283,132,151,0,0,0,1006,18.4
01540,ZCTA5 01540,11477,973,53458,77500,45620,47652,71549,70076,4199,3145,2091,1054,0,0,0,1054,816,238,0,0,0,892,32
01541,ZCTA5 01541,3455,165,68961,NA,63523,44583,70789,91346,1271,1215,1061,154,0,0,0,56,47,9,0,0,0,1028,20
01542,ZCTA5 01542,2503,41,45840,46314,38599,39440,54896,77927,889,709,533,130,46,0,0,180,101,79,0,0,0,981,17.3
01543,ZCTA5 01543,8668,255,61350,NA,50775,58622,61767,88750,2885,2369,1716,625,28,0,0,516,322,186,8,0,0,1044,25.7
01545,ZCTA5 01545,36949,1459,68495,27386,47578,46857,73673,97897,13542,9967,7830,2094,43,0,0,3575,2075,1268,140,75,17,1375,26.7
01550,ZCTA5 01550,16696,3460,35987,26629,30753,39520,54850,60107,6813,3012,2291,716,0,5,0,3801,2507,1119,156,19,0,895,29.7
01560,ZCTA5 01560,4358,208,62235,33750,33750,52798,66713,103382,1750,1166,987,179,0,0,0,584,460,124,0,0,0,1138,26.2
01561,ZCTA5 01561,209,0,53972,NA,NA,NA,53972,NA,82,37,37,0,0,0,0,45,0,0,0,45,0,NA,NA
01562,ZCTA5 01562,11856,969,44421,26918,34563,47846,58333,63158,4883,3447,2550,897,0,0,0,1436,1130,274,32,0,0,890,27
01564,ZCTA5 01564,8036,229,70296,NA,52755,44779,76319,100921,2777,2512,1923,589,0,0,0,265,195,70,0,0,0,1304,17.7
01566,ZCTA5 01566,5592,286,53088,41944,52326,37489,44609,86798,2192,1980,1693,287,0,0,0,212,161,51,0,0,0,1407,23.1
01568,ZCTA5 01568,7871,199,64905,NA,31710,50192,76250,100615,2716,2317,1837,480,0,0,0,399,299,87,0,0,13,984,24.9
01569,ZCTA5 01569,13968,1069,54598,31538,48293,52090,63650,105735,5056,4038,3268,741,29,0,0,1018,707,311,0,0,0,1165,26.3
01570,ZCTA5 01570,16430,1582,42301,23292,38034,40222,56071,63226,6946,3795,3047,742,6,0,0,3151,2248,783,49,51,20,927,30.3
01571,ZCTA5 01571,10540,594,46353,NA,40029,40319,56185,75179,3905,2647,1964,660,23,0,0,1258,881,344,18,15,0,945,26.5
01581,ZCTA5 01581,18716,870,76068,31058,42371,46992,79620,103833,7069,4450,3498,883,36,33,0,2619,1467,954,126,61,11,1663,27.3
01583,ZCTA5 01583,5635,523,51055,NA,31618,47500,58790,82438,2300,1910,1531,349,17,6,7,390,244,146,0,0,0,1070,27.8
01585,ZCTA5 01585,4406,185,41742,24706,39421,38929,53345,NA,1842,1321,1043,278,0,0,0,521,370,127,8,16,0,994,37.2
01588,ZCTA5 01588,9625,560,44670,34554,33342,40234,68953,72589,3575,2057,1606,451,0,0,0,1518,964,554,0,0,0,1026,24.4
01590,ZCTA5 01590,9404,268,58368,NA,41809,43200,78448,84545,3417,3078,2472,606,0,0,0,339,244,95,0,0,0,1104,19.6
01602,ZCTA5 01602,21511,2778,47738,33750,41994,39948,54106,79265,9498,5828,4679,1080,58,11,0,3670,2965,689,16,0,0,1261,29
01603,ZCTA5 01603,19228,3885,36169,26860,32447,32645,44702,60431,7327,3327,2200,910,143,74,0,4000,2843,1109,26,14,8,1079,33.1
01604,ZCTA5 01604,37848,6114,40850,27038,32960,37057,51166,66988,14825,6654,4759,1702,174,19,0,8171,5186,2616,235,94,40,1149,30.6
01605,ZCTA5 01605,27156,7398,37412,30290,32675,36933,47573,62321,10673,3096,2185,869,42,0,0,7577,4410,2923,129,78,37,1042,31.8
01606,ZCTA5 01606,19288,2064,48412,30625,36933,46411,53333,73413,8159,5057,3980,1005,58,7,7,3102,1966,988,123,25,0,1137,31.9
01607,ZCTA5 01607,8127,1438,40147,28750,30349,41016,45313,63000,3702,1193,929,264,0,0,0,2509,1737,673,87,12,0,1034,26.7
01608,ZCTA5 01608,4385,1909,27198,25337,22353,26241,36580,52321,1916,190,116,65,0,9,0,1726,899,703,38,60,26,996,36.7
01609,ZCTA5 01609,17192,3856,45575,30445,37392,43269,54911,69137,7859,3010,2492,480,0,18,20,4849,3441,1315,42,51,0,1078,37.9
01610,ZCTA5 01610,17264,4912,34191,28340,32599,36138,34679,46146,7729,1258,1010,241,7,0,0,6471,4893,1456,100,22,0,1075,33.7
01611,ZCTA5 01611,2277,119,52953,NA,50000,40000,76324,73393,788,569,378,180,11,0,0,219,101,118,0,0,0,1141,14.7
01612,ZCTA5 01612,4341,130,65612,42105,38077,41854,65913,80000,1499,1430,1105,311,0,14,0,69,69,0,0,0,0,955,29.3
01701,ZCTA5 01701,31966,1411,62849,31265,37823,48444,66025,83598,13054,9838,8607,1194,37,0,0,3216,2316,788,95,17,0,1581,28.6
01702,ZCTA5 01702,37519,4419,41733,24467,37634,35104,51088,83566,15212,5389,4060,1159,158,12,0,9823,4752,4739,150,113,69,1394,29.2
01718,ZCTA5 01718,790,54,77000,NA,NA,NA,NA,103125,242,164,67,97,0,0,0,78,20,58,0,0,0,NA,NA
01719,ZCTA5 01719,5561,249,73152,NA,40536,40580,75833,111250,2266,1558,1313,217,18,0,10,708,571,111,26,0,0,1166,23.2
01720,ZCTA5 01720,22649,713,87884,38194,38061,38158,85417,122642,8530,6336,5015,1321,0,0,0,2194,1500,612,48,34,0,1435,26.1
01721,ZCTA5 01721,17655,682,74077,41850,40809,47578,83625,100873,6796,5611,4370,1228,13,0,0,1185,809,363,13,0,0,1455,29
01730,ZCTA5 01730,13772,394,87054,NA,44521,54514,93409,101578,5312,3926,3134,763,29,0,0,1386,921,431,34,0,0,1859,26
01731,ZCTA5 01731,1980,0,57143,NA,34688,43125,61181,113500,560,6,6,0,0,0,0,554,261,268,18,7,0,3143,36
01740,ZCTA5 01740,5299,60,92386,NA,44667,53938,105405,107155,1739,1626,1342,284,0,0,0,113,94,19,0,0,0,NA,32.7
01741,ZCTA5 01741,5193,178,106818,NA,NA,NA,82094,137442,1876,1774,1566,208,0,0,0,102,102,0,0,0,0,1125,41
01742,ZCTA5 01742,17585,626,86832,21458,51875,47826,91492,109893,6638,4981,4246,718,17,0,0,1657,1095,490,49,23,0,2130,32.1
01745,ZCTA5 01745,595,0,72917,NA,66111,44323,51875,NA,230,175,120,55,0,0,0,55,33,22,0,0,0,1500,16.7
01746,ZCTA5 01746,14672,301,76059,49250,39301,61875,80347,96409,5270,4816,3948,860,0,8,0,454,305,149,0,0,0,897,27
01747,ZCTA5 01747,5891,238,59073,13162,53021,44766,76094,100962,2181,1836,1675,161,0,0,0,345,266,79,0,0,0,1342,27.4
01748,ZCTA5 01748,17543,637,85940,32150,54783,44799,84662,117143,6304,5232,4291,924,17,0,0,1072,776,235,61,0,0,1889,34.6
01749,ZCTA5 01749,19887,945,55239,31419,45309,48365,69303,80224,7877,5713,4493,1220,0,0,0,2164,1446,570,67,40,41,1244,26.6
01752,ZCTA5 01752,39307,2217,49786,24682,33750,42352,67708,88043,15730,9151,7552,1546,23,0,30,6579,3670,2473,357,79,0,1482,28.9
01754,ZCTA5 01754,10708,407,63198,12411,39653,48023,76381,92237,4262,3360,2595,745,20,0,0,902,718,155,18,11,0,1176,26.5
01756,ZCTA5 01756,6097,75,60332,NA,41857,60200,74904,76757,2059,1838,1423,398,0,0,17,221,186,35,0,0,0,1566,19.3
01757,ZCTA5 01757,28658,2896,48402,25179,36836,44775,68221,77991,11046,7624,5920,1669,0,8,27,3422,2124,1098,137,63,0,1230,29
01760,ZCTA5 01760,35397,1036,74981,19872,42582,44426,79554,91997,14430,9949,7919,2030,0,0,0,4481,2981,1419,39,42,0,1586,25.8
01770,ZCTA5 01770,4316,252,100950,NA,52692,24125,91250,136579,1525,1464,1300,164,0,0,0,61,57,4,0,0,0,1173,39.5
01772,ZCTA5 01772,9501,301,76101,NA,45403,51006,78218,125473,3312,3012,2565,433,0,6,8,300,225,46,29,0,0,1210,28.4
01773,ZCTA5 01773,4884,307,104628,NA,NA,90769,83333,111618,2169,1622,1464,158,0,0,0,547,393,154,0,0,0,1745,28.1
01775,ZCTA5 01775,7117,246,83729,NA,50833,41367,95195,101995,2558,2262,1899,363,0,0,0,296,171,125,0,0,0,1466,27.9
01776,ZCTA5 01776,18939,470,103158,NA,45658,50875,101875,128906,6386,5849,5097,740,12,0,0,537,348,189,0,0,0,1169,23.6
01778,ZCTA5 01778,14032,411,93262,40833,23309,52826,81953,130833,4849,4436,3587,838,0,0,11,413,320,93,0,0,0,1051,23.7
01801,ZCTA5 01801,40046,2511,54987,31324,40023,49483,68072,82330,15951,9761,8091,1607,34,29,0,6190,3120,2702,257,101,10,1630,27.9
01803,ZCTA5 01803,27584,1039,69391,32277,44967,43448,85644,93103,10001,7363,5926,1437,0,0,0,2638,1236,1276,87,39,0,1960,27.9
01810,ZCTA5 01810,34426,1398,86105,40595,51333,41685,88141,113952,12801,10412,8603,1763,40,0,6,2389,1557,773,59,0,0,1611,27
